,Name,tR,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex
264,Luteolin,5.34,12.043337270093224,-0.4895233371126222,12.043337270093224,0.016263699924414343,0.5106223467843569,286.23900000000003,276.159,286.04773804,106,0,0.19657917391887414,-0.5076781658604214,0.5076781658604214,0.19657917391887414,0.8095238095238095,1.5714285714285714,2.2857142857142856,16.34152907488486,10.10012122415414,2.1261938140543037,-2.058357717350513,2.3306192024936796,-2.0018865578362286,5.855955459621057,0.4035528109687676,2.2943459565950692,909.9162849554009,15.14589989101247,10.569452578065315,10.569452578065315,9.952397498181153,5.976884305977174,5.976884305977174,4.516426576285553,4.516426576285553,3.0545529549351516,3.0545529549351516,2.0728900253249165,2.0728900253249165,-3.15,56060.202076412104,12.862251838410245,4.447829199162572,2.1215920915712805,117.31343579013307,24.843260516416173,28.22851544154929,16.92781405846835,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,18.19910120538483,23.762552697081826,0.0,24.843260516416173,10.969244356107037,0.0,0.0,0.0,0.0,0.0,46.62152998674202,0.0,34.321746243707054,5.428790391900541,0.0,22.99804733313562,0.0,20.426109579362823,0.0,0.0,0.0,45.60989053189483,0.0,22.292943266678474,0.0,111.13000000000001,5.428790391900541,25.220646763434644,0.0,39.7275391081171,5.563451491696996,12.13273413692322,24.26546827384644,0.0,0.0,0.0,4.417150937053347,5.472451814058957,0.0,12.043337270093224,37.852256379416374,-0.10554421768707378,-1.1327002498530256,7.37019900397155,0.0,0.0,0.0,0.0,21,4,6,0,0,0,2,1,3,6,4,6,1,0,0,0,3,2.2824,74.57919999999999,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5700567341936502,0.9848563372749414,0.0011631526386494918,0.17337241686435254,0.826627583151755,710.6785091521025,3388.465530119083,4099.144039205158,3.7842706251186864,2.9770852054312335e-11
265,Apigenin,5.89,12.020909549004788,-0.41034722222222153,12.020909549004788,0.018822541362224054,0.6318329361180623,270.24,260.15999999999997,270.05282342000004,100,0,0.19657915449196256,-0.5079662131563947,0.5079662131563947,0.19657915449196256,0.85,1.55,2.25,16.340872799969944,10.107132531499687,2.114961294571292,-2.0489111854048914,2.3020736557633485,-2.0013561274752685,5.854877503771163,0.4520706539426399,2.2893972855172384,846.5071386809369,14.27565640300939,10.199589251754983,10.199589251754983,9.541713895658194,5.836610841560528,5.836610841560528,4.359807076643355,4.359807076643355,2.9464436208388465,2.9464436208388465,2.021882175737375,2.021882175737375,-2.9499999999999997,38062.77806851456,12.102762105524212,4.307802293511395,1.9482607084715258,112.51920203793706,19.736733121575465,33.978027274833195,5.428790391900541,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,24.26546827384644,23.762552697081826,0.0,19.736733121575465,10.969244356107037,0.0,0.0,0.0,0.0,0.0,52.68789705520363,0.0,28.57223441042315,5.428790391900541,0.0,17.248535499851716,0.0,15.319582184522117,0.0,0.0,0.0,51.676257600356436,0.0,22.292943266678474,0.0,90.9,5.428790391900541,20.11411936859394,0.0,33.978027274833195,5.563451491696996,6.06636706846161,24.26546827384644,12.13273413692322,0.0,0.0,4.417150937053347,5.528562925170068,0.0,12.020909549004788,28.385463054061535,0.2866043083900238,-0.13269699546485092,9.744490492171769,0.0,0.0,0.0,0.0,20,3,5,0,0,0,2,1,3,5,3,5,1,0,0,0,3,2.5768000000000004,72.9144,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5785690943851706,0.9856124130299546,0.0013493036537148998,0.16902121547684495,0.8318240708967334,616.4839683095479,3033.9753664360123,3647.376257295955,3.6745759110660576,0.00834895655662645
266,"Flavone base + 3O, O-HexA",4.49,12.533593222821217,-1.93758766996335,12.533593222821217,0.16442284085096182,0.29929744193968305,446.3640000000001,428.22000000000025,446.08491139599994,168,0,0.33533539544742247,-0.5035562157979605,0.5035562157979605,0.33533539544742247,0.9375,1.625,2.28125,16.710215378792604,9.98794757899097,2.47977852279571,-2.379659749560791,2.4217898771637842,-2.6070509161087068,5.8899439936390605,-0.27084310722124205,1.7654303329684948,1219.8832666656133,23.15397158052024,16.152726255594576,16.152726255594576,15.184448305750035,9.360537178667983,9.360537178667983,7.138919440997044,7.138919440997044,5.046001221355113,5.046001221355113,3.3781871576857085,3.3781871576857085,-3.6399999999999997,13443105.544020562,21.586702415660138,8.128947533695792,3.627770427513309,178.47433738643298,44.53004121369767,35.041390938226385,23.031780446216654,12.039538562619118,0.0,5.969305287951849,4.794537184071822,4.794537184071822,0.0,0.0,30.33183534230805,0.0,17.696185628620217,0.0,49.32457839776949,16.938549644058888,0.0,0.0,0.0,30.70589228032842,0.0,52.68789705520363,0.0,28.57223441042315,10.16565334570059,0.0,17.248535499851716,0.0,67.3143619373245,9.53140013787187,0.0,0.0,51.676257600356436,0.0,22.292943266678474,0.0,187.11999999999998,59.35252346003252,35.12171134234717,0.0,16.72949177498148,5.563451491696996,12.13273413692322,0.0,30.33183534230805,0.0,0.0,18.997404239494152,15.977573974429584,0.0,23.78172875071067,59.2113249161948,-0.2646396715124153,-3.7584039953273134,10.774585315010999,-9.555502622839663,0.0,0.0,0.23809523809523808,32,6,11,0,1,1,2,1,3,10,6,11,4,0,1,1,4,0.14219999999999933,106.19479999999999,1,3,3,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4045612492413584,0.964115044102124,0.0003231157605298843,0.2654848050943021,0.8163575733789258,2526.5173448678697,7768.962777449621,9516.617510258007,4.710919157573291,0.1279826494038215
267,Cosmosiin,4.2,12.511413534524106,-1.6472420224219817,12.511413534524106,0.018365168598303505,0.3310267553587242,432.38100000000014,412.22100000000023,432.10564683999996,164,0,0.22872766326592334,-0.5079662131563947,0.5079662131563947,0.22872766326592334,0.9354838709677419,1.6451612903225807,2.3225806451612905,16.705645354779907,9.992376793634236,2.443454950916815,-2.390569995848749,2.329328950957429,-2.5956989689860666,5.8564753991098835,-0.2770540782567588,1.7056776444529842,1137.3458834329276,22.28372809251716,15.951584746317263,15.951584746317263,14.778096000876644,9.356641029284546,9.356641029284546,7.152438249393004,7.152438249393004,5.03588147604311,5.03588147604311,3.3783415334358327,3.3783415334358327,-3.15,8740859.577336045,21.09616156495197,8.174217597660055,3.9425491422290584,174.31281528638925,44.53004121369767,58.3938928258264,5.428790391900541,6.290026729335213,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,24.26546827384644,23.762552697081826,6.606881964512918,44.53004121369767,10.969244356107037,0.0,0.0,0.0,30.70589228032842,6.606881964512918,52.68789705520363,0.0,28.57223441042315,10.16565334570059,0.0,17.248535499851716,0.0,67.95193861388556,4.736862953800049,0.0,0.0,51.676257600356436,0.0,22.292943266678474,0.0,170.04999999999998,48.49107647002578,35.43370155311605,0.0,28.22851544154929,5.563451491696996,6.06636706846161,24.26546827384644,12.13273413692322,0.0,0.0,13.890876844653445,16.515657123001965,0.0,12.511413534524106,58.806213022473266,-0.02043924653322038,-0.27308477999668646,9.557332173798624,-7.470744672248795,-0.6263471550192468,0.0,0.2857142857142857,31,6,10,0,1,1,2,1,3,10,6,10,4,0,1,1,4,0.04989999999999967,105.64479999999999,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3454298986310958,0.9514867828484529,0.00027681821905994034,0.307689619689552,0.7713957356888196,2786.650887027731,6986.2955184368575,9056.69450220441,4.6663006855198566,0.13114445216607654
268,"Flavone base + 3O, O-MalonylHex",5.16,12.616004009233055,-1.7962868170967365,12.616004009233055,0.00788720268677845,0.1807047436390575,518.4270000000002,496.2510000000004,518.1060407639999,196,0,0.3167358705035906,-0.5079662131563947,0.5079662131563947,0.3167358705035906,0.9459459459459459,1.6486486486486487,2.324324324324324,16.709807612720706,9.991137311080282,2.452482500624371,-2.3942453857452413,2.330920362374282,-2.5987752339236927,5.8968094289569635,-0.27817331161080483,1.584303377216356,1363.5561786665269,26.852642193269503,18.883436398895395,18.883436398895395,17.527784898650562,10.872174412494845,10.872174412494845,8.223392003970158,8.223392003970158,5.560087311561583,5.560087311561583,3.7147680781521597,3.7147680781521597,-4.17,120811224.42426406,25.90899359466342,10.440827689802655,5.645581245978956,206.84423105917344,49.26690416749772,71.42159641326533,5.428790391900541,6.290026729335213,0.0,11.938610575903699,14.383611552215466,0.0,0.0,0.0,0.0,24.26546827384644,23.762552697081826,0.0,58.85597853564137,22.907854932010736,0.0,0.0,0.0,37.126713903254426,6.606881964512918,52.68789705520363,0.0,28.57223441042315,10.16565334570059,0.0,17.248535499851716,0.0,79.89054918978927,19.06280027574374,0.0,6.4208216229260096,51.676257600356436,0.0,22.292943266678478,0.0,213.41999999999996,66.8505086688555,39.91624852641899,0.0,28.22851544154929,5.563451491696996,12.13273413692322,30.33183534230805,0.0,0.0,0.0,23.734267193294198,21.442202750894033,0.0,34.71384434560544,59.04562103510422,-0.18910763238749317,-3.059708966383784,9.270272569420936,-9.241730650937805,-0.6480601179822099,0.0,0.2916666666666667,37,6,13,0,1,1,2,1,3,12,6,13,7,0,1,1,4,0.0754999999999994,121.77080000000001,1,3,3,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6146416880558938,0.9885497963123632,0.00038101113856473206,0.15089499730204867,0.9094398375574752,2386.9114193966416,14385.846928874244,15818.36019797745,5.606487126349119,0.11520862741397263
269,Luteolin-6-C-glucoside,3.59,12.764066935416142,-1.7978374891312654,12.764066935416142,0.030379464827967384,0.2465547063119637,448.3800000000001,428.22000000000025,448.1005614599999,170,0,0.19659208577557857,-0.5072794892589346,0.5072794892589346,0.19659208577557857,0.84375,1.5625,2.21875,16.544932686974207,9.893856354987117,2.4565329589823572,-2.400145694307211,2.4436654950524366,-2.547866657908411,5.879070213487945,-0.23179552147885293,1.8583496297825715,1232.6234916612862,23.31710828733677,16.283063108474064,16.283063108474064,15.133136710733778,9.492019751228911,9.492019751228911,7.458992045334182,7.458992045334182,5.44731130778341,5.44731130778341,3.744182095347077,3.744182095347077,-3.35,12001146.057030696,21.865905602599522,7.966197268087082,3.415384182725107,178.78773756127438,50.00623304957903,58.748347380290795,16.92781405846835,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,18.19910120538483,17.696185628620217,12.170333456209914,50.00623304957903,10.969244356107037,0.0,0.0,0.0,30.51983193874151,6.606881964512918,46.118614409977404,0.0,34.321746243707054,5.428790391900541,0.0,22.99804733313562,0.0,71.87496667423177,4.736862953800049,0.0,11.6674178794453,39.54352346343322,0.0,22.292943266678474,0.0,201.27999999999997,65.36749128670367,45.64675634279746,0.0,28.04245509996238,0.0,18.19910120538483,12.13273413692322,0.0,0.0,0.0,9.154013890853395,10.959758175919307,0.0,12.764066935416142,79.64264478961624,-1.1726125804877598,-2.2835113259086146,5.729839031267671,-8.086143233965483,-0.7207084585241841,0.0,0.2857142857142857,32,8,11,0,1,1,2,1,3,11,8,11,3,0,1,1,4,-0.20270000000000005,107.29939999999998,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678718357061929,0.9925322490684065,0.0007309040968865214,0.12198251743266599,0.9324024617167427,1275.6837260709806,9750.992778265481,10457.922601697039,4.894693624418037,0.10474388786695397
270,"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-4-one",3.95,12.741639214327707,-1.768184902660497,12.741639214327707,0.019764634230793332,0.29959620318403996,432.3810000000001,412.22100000000023,432.1056468399999,164,0,0.19659206634866694,-0.5079662131563947,0.5079662131563947,0.19659206634866694,0.9032258064516129,1.5806451612903225,2.225806451612903,16.54487167355555,9.893871322708407,2.4564196138152297,-2.4001451533655933,2.4415691425026114,-2.547866650199034,5.878227119173994,-0.23179552138176113,1.8524368897963133,1167.479385593846,22.44686479933369,15.913199782163732,15.913199782163732,14.722453108210818,9.351746286812265,9.351746286812265,7.302372545691985,7.302372545691985,5.339201973687109,5.339201973687109,3.693174245759537,3.693174245759537,-3.15,8193790.101242814,21.09616156495197,7.836127625842253,3.4977533965252374,173.99350380907836,44.89970565473833,64.4978592135747,5.428790391900541,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,24.26546827384644,17.696185628620217,12.170333456209914,44.89970565473833,10.969244356107037,0.0,0.0,0.0,30.51983193874151,6.606881964512918,52.18498147843901,0.0,28.57223441042315,5.428790391900541,0.0,17.248535499851716,0.0,66.76843927939106,4.736862953800049,0.0,11.6674178794453,45.60989053189483,0.0,22.292943266678474,0.0,181.04999999999998,59.617979453419764,40.540228947956756,0.0,22.479003608265383,5.563451491696996,12.13273413692322,24.26546827384644,0.0,0.0,0.0,9.154013890853395,11.03047557720489,0.0,12.741639214327707,69.97449802540923,-0.7412459474147772,-1.1861968411791837,7.996040455422669,-7.9488221556653835,-0.699721661438486,0.0,0.2857142857142857,31,7,10,0,1,1,2,1,3,10,7,10,3,0,1,1,4,0.09170000000000006,105.63459999999998,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6728313877846217,0.9921724919534933,0.0008208709390870074,0.12487492226542134,0.9439647775175036,1149.9551666031741,8692.835625478148,9208.855915513182,4.693728456999376,0.1435109818271415
271,Apigenin-6-C-glucoside-7-O-glucoside,3.52,13.232143199847025,-1.938323371628331,13.232143199847025,0.01970403330702797,0.14219121769270238,594.5220000000003,564.2820000000003,594.15847026,228,0,0.22874592474108946,-0.5079662131563947,0.5079662131563947,0.22874592474108946,0.7380952380952381,1.3333333333333333,1.9523809523809523,16.706815843366833,9.892323445687008,2.481660054381319,-2.41798878369563,2.4568576962833513,-2.5974096388188057,5.880226555524591,-0.2778392692347049,1.6842846114080945,1469.1171304338652,30.45493648884146,21.665195276726006,21.665195276726006,19.958835213429264,12.871776474536285,12.871776474536285,10.096510706858423,10.096510706858423,7.41465334911676,7.41465334911676,5.0652824088387725,5.0652824088387725,-3.35,1762890752.7421288,30.11905824419434,11.733929583420581,5.199383010613516,235.78711705753054,69.69301374686054,88.9137247645679,5.428790391900541,6.290026729335213,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,24.26546827384644,17.696185628620217,18.777215420722833,69.69301374686054,10.969244356107037,0.0,0.0,0.0,61.225724219069924,13.213763929025836,52.18498147843901,0.0,28.57223441042315,10.16565334570059,0.0,17.248535499851716,0.0,119.40079570875454,9.473725907600098,0.0,11.6674178794453,45.60989053189483,0.0,22.292943266678474,0.0,260.19999999999993,102.3169779127259,55.85981113247887,0.0,17.09277939380059,5.563451491696996,12.13273413692322,24.26546827384644,0.0,0.0,0.0,18.627739798453494,22.60408768466978,0.0,13.232143199847025,102.12809136604382,-1.125178202262437,-1.3265846257110183,7.779668229264188,-17.37063079724745,-1.5882635212705845,0.0,0.4444444444444444,42,10,15,0,2,2,2,1,3,15,10,15,6,0,2,2,5,-2.435199999999999,138.36499999999995,0,8,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2530420696371618,0.9148228247200569,0.00011532949637358932,0.40385541889544596,0.6566706851376753,5693.865886750324,9258.25094327225,14098.773027048097,4.942887852463611,0.12162760429304223
272,Luteolin 6-C-glucoside 8-C-arabinoside,3.1,13.484796600739061,-2.0546426247657665,13.484796600739061,0.03337257426182427,0.13095473814711275,610.5210000000002,580.2810000000003,610.1533848799999,234,0,0.1966050302672705,-0.5068803305748144,0.5068803305748144,0.1966050302672705,0.627906976744186,1.1627906976744187,1.6744186046511629,16.553208941114065,9.847022753068783,2.4963041549398355,-2.4191989410744004,2.5064928618736246,-2.5538839121269965,5.91576682399983,-0.23350777785518026,1.8241665604688786,1567.051630836949,31.48831668366107,21.996673638882804,21.996673638882804,20.313875923286396,13.007155196480648,13.007155196480648,10.406056034871455,10.406056034871455,7.807966901413855,7.807966901413855,5.439667266894893,5.439667266894893,-3.5500000000000003,2425092810.412588,30.893003544939425,11.509410584256106,4.96349177682597,240.2620393324157,75.16920558274191,83.68515917739006,22.51083420011059,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,18.19910120538483,11.629818560158606,24.340666912419827,75.16920558274191,10.969244356107037,0.0,0.0,0.0,61.039663877483015,13.213763929025836,45.61569883321279,0.0,34.321746243707054,5.428790391900541,0.0,22.99804733313562,0.0,123.32382376910076,9.473725907600098,0.0,23.3348357588906,33.47715639497161,0.0,22.292943266678474,0.0,291.42999999999995,124.77641287104603,66.07286592216028,0.0,11.323698910571437,0.0,18.19910120538483,6.06636706846161,0.0,0.0,0.0,13.890876844653445,16.938572275046354,0.0,13.484796600739061,124.12993061559104,-2.9684518714510584,-3.434274801149904,4.257249723429446,-18.492019547748132,-1.749136327790139,0.0,0.4444444444444444,43,12,16,0,2,2,2,1,3,16,12,16,5,0,2,2,5,-2.6877999999999993,140.01959999999997,0,8,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27997810307654725,0.9336851477721809,0.00016150259517553678,0.35809502206766364,0.7727633222778023,4784.835323778468,10325.597993530793,13361.915214991042,4.828879235484777,0.20888548535073656
273,Vicenin 2,3.3,13.462368879650626,-2.024990038294998,13.462368879650626,0.09411725805387672,0.14700946019584846,594.5220000000002,564.2820000000003,594.1584702599998,228,0,0.19660501084030724,-0.5079662131563947,0.5079662131563947,0.19660501084030724,0.6428571428571429,1.1428571428571428,1.6428571428571428,16.553088407735356,9.847038387603895,2.4961153319228964,-2.4191975322084525,2.505147759236909,-2.553883883276706,5.915150005370429,-0.23350777900706413,1.81511607761037,1500.381656152536,30.61807319565799,21.626810312572474,21.626810312572474,19.903192320763438,12.866881732064003,12.866881732064003,10.249436535229256,10.249436535229256,7.6998575673175536,7.6998575673175536,5.38865941730735,5.38865941730735,-3.35,1658580604.0318222,30.11905824419434,11.384465124158005,4.786288449568413,235.46780558021968,70.0626781879012,89.43467101067397,11.011810533542782,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,24.26546827384644,11.629818560158606,24.340666912419827,70.0626781879012,10.969244356107037,0.0,0.0,0.0,61.039663877483015,13.213763929025836,51.6820659016744,0.0,28.57223441042315,5.428790391900541,0.0,17.248535499851716,0.0,118.21729637426004,9.473725907600098,0.0,23.3348357588906,39.54352346343322,0.0,22.292943266678474,0.0,271.19999999999993,113.27738920447823,60.96633852731957,0.0,17.07321074385534,0.0,6.06636706846161,24.26546827384644,0.0,0.0,0.0,13.890876844653445,17.03017444999449,0.0,13.462368879650626,114.17578550512683,-2.4761796261331774,-2.201920559700521,6.3690469904007045,-18.15962128769787,-1.69965435164108,0.0,0.4444444444444444,42,11,15,0,2,2,2,1,3,15,11,15,5,0,2,2,5,-2.3933999999999997,138.35479999999995,0,8,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30775060860917136,0.9426437578211888,0.0001819156850744513,0.33380045811943976,0.8047954222686516,4424.002371974022,10666.303087566072,13253.434093224147,4.88235789269747,0.24074984830757057
274,Eriodictyol,5.35,12.119726158982113,-0.668796296296297,12.119726158982113,0.018303099017384694,0.5992714485146342,288.255,276.159,288.063388104,108,0,0.17390922533937034,-0.5076785670448518,0.5076785670448518,0.17390922533937034,0.9523809523809523,1.7142857142857142,2.4285714285714284,16.493331861506277,9.950553974766807,2.3060273518202363,-2.258186192486199,2.419765629562101,-2.199689205979304,6.0228774217100565,0.08441855392296098,2.0139232497137,737.1839683526324,15.14589989101247,10.776559359251863,10.776559359251863,9.952397498181153,6.2315889676030825,6.2315889676030825,4.819977147624494,4.819977147624494,3.3562303280344405,3.3562303280344405,2.3518266921680917,2.3518266921680917,-2.8899999999999997,56060.202076412104,13.10974753475477,4.58818655735845,2.2029693527502374,119.0294948535563,25.162972533162872,28.915953379297015,17.28226861293275,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,6.06636706846161,17.696185628620217,12.13273413692322,6.4208216229260096,29.957509717234693,5.783244946364939,0.0,0.0,0.0,12.524788010674312,0.0,41.45873832570204,0.0,28.747559166419524,4.736862953800049,0.0,28.747559166419524,0.0,26.20935452572776,0.0,0.0,28.446228178140124,30.33183534230805,0.0,0.0,0.0,107.22000000000001,6.103966387748303,25.220646763434644,0.0,46.515077227407474,5.563451491696996,6.06636706846161,24.26546827384644,0.0,0.0,0.0,4.736862953800049,5.611340702947846,0.0,12.119726158982113,37.989747613564354,0.5409101263962381,-1.3679969240782708,6.460038384168073,-0.6870993953136817,0.0,0.0,0.13333333333333333,21,4,6,0,1,1,2,0,2,6,4,6,1,0,0,0,3,2.2154999999999996,71.85970000000002,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5309330075382018,0.9811053116888073,0.001053812247165155,0.19347446181862868,0.8156170041069942,773.9680444036153,3262.763941645165,4000.3628237465596,3.73375763197794,0.0364776295450303
